STATISTICS
Misses:
Total: 83074 DataReads: 416 DataWrites: 82658
Miss rate:
Total: 0.8307 DataReads: 0.03695 DataWrites: 0.9314
Number of Dirty Blocks Evicted from the Cache: 82562

CACHE CONTENTS
Set   V  Tag       D  Words
5f    0  00000000  0  00000000
5f    0  00000000  0  00000000
5f    0  00000000  0  00000000
60    1  0000027c  1  ffffffff
60    1  0000027b  1  ffffffff
60    1  0000027a  1  ffffffff
60    1  00000279  1  ffffffff
61    0  00000000  0  00000000
61    0  00000000  0  00000000
61    0  00000000  0  00000000
61    0  00000000  0  00000000
62    0  00000000  0  00000000
62    0  00000000  0  00000000
62    0  00000000  0  00000000
62    0  00000000  0  00000000
63    0  00000000  0  00000000
63    0  00000000  0  00000000
63    0  00000000  0  00000000
63    0  00000000  0  00000000
64    1  0000027a  1  ffffffff
64    1  00000279  1  ffffffff
64    1  0000027c  1  ffffffff
64    1  0000027b  1  ffffffff
65    0  00000000  0  00000000
65    0  00000000  0  00000000
65    0  00000000  0  00000000
65    0  00000000  0  00000000
66    0  00000000  0  00000000
66    0  00000000  0  00000000
66    0  00000000  0  00000000
66    0  00000000  0  00000000
67    0  00000000  0  00000000
67    0  00000000  0  00000000
67    0  00000000  0  00000000
67    0  00000000  0  00000000
68    1  0000027a  1  ffffffff
68    1  00000279  1  ffffffff
68    1  0000027c  1  ffffffff
68    1  0000027b  1  ffffffff
69    0  00000000  0  00000000
69    0  00000000  0  00000000
69    0  00000000  0  00000000
69    0  00000000  0  00000000
6a    0  00000000  0  00000000
6a    0  00000000  0  00000000
6a    0  00000000  0  00000000
6a    0  00000000  0  00000000
6b    0  00000000  0  00000000
6b    0  00000000  0  00000000
6b    0  00000000  0  00000000
6b    0  00000000  0  00000000
6c    1  0000027c  1  ffffffff
6c    1  0000027b  1  ffffffff
6c    1  0000027a  1  ffffffff
6c    1  00000279  1  ffffffff
6d    0  00000000  0  00000000
6d    0  00000000  0  00000000
6d    0  00000000  0  00000000
6d    0  00000000  0  00000000
6e    0  00000000  0  00000000
6e    0  00000000  0  00000000
6e    0  00000000  0  00000000
6e    0  00000000  0  00000000
6f    0  00000000  0  00000000
6f    0  00000000  0  00000000
6f    0  00000000  0  00000000
6f    0  00000000  0  00000000
70    1  0000027c  1  ffffffff
70    1  0000027b  1  ffffffff
70    1  0000027a  1  ffffffff
70    1  00000279  1  ffffffff
71    0  00000000  0  00000000
71    0  00000000  0  00000000
71    0  00000000  0  00000000
71    0  00000000  0  00000000
72    0  00000000  0  00000000
72    0  00000000  0  00000000
72    0  00000000  0  00000000
72    0  00000000  0  00000000
73    0  00000000  0  00000000
73    0  00000000  0  00000000
73    0  00000000  0  00000000
73    0  00000000  0  00000000
74    1  0000027a  1  ffffffff
74    1  00000279  1  ffffffff
74    1  00000278  1  ffffffff
74    1  0000027b  1  ffffffff
75    0  00000000  0  00000000
75    0  00000000  0  00000000
75    0  00000000  0  00000000
75    0  00000000  0  00000000
76    0  00000000  0  00000000
76    0  00000000  0  00000000
76    0  00000000  0  00000000
76    0  00000000  0  00000000
77    0  00000000  0  00000000
77    0  00000000  0  00000000
77    0  00000000  0  00000000
77    0  00000000  0  00000000
78    1  0000027b  1  ffffffff
78    1  0000027a  1  ffffffff
78    1  00000279  1  ffffffff
78    1  00000278  1  ffffffff
79    0  00000000  0  00000000
79    0  00000000  0  00000000
79    0  00000000  0  00000000
79    0  00000000  0  00000000
7a    0  00000000  0  00000000
7a    0  00000000  0  00000000
7a    0  00000000  0  00000000
7a    0  00000000  0  00000000
7b    0  00000000  0  00000000
7b    0  00000000  0  00000000
7b    0  00000000  0  00000000
7b    0  00000000  0  00000000
7c    1  00000279  1  ffffffff
7c    1  00000278  1  ffffffff
7c    1  0000027b  1  ffffffff
7c    1  0000027a  1  ffffffff
7d    0  00000000  0  00000000
7d    0  00000000  0  00000000
7d    0  00000000  0  00000000
7d    0  00000000  0  00000000
7e    0  00000000  0  00000000
7e    0  00000000  0  00000000
7e    0  00000000  0  00000000
7e    0  00000000  0  00000000
7f    0  00000000  0  00000000
7f    0  00000000  0  00000000
7f    0  00000000  0  00000000
7f    0  00000000  0  00000000
80    1  0000027b  1  ffffffff
80    1  0000027a  1  ffffffff
80    1  00000279  1  ffffffff
80    1  00000278  1  ffffffff
81    0  00000000  0  00000000
81    0  00000000  0  00000000
81    0  00000000  0  00000000
81    0  00000000  0  00000000
82    0  00000000  0  00000000
82    0  00000000  0  00000000
82    0  00000000  0  00000000
82    0  00000000  0  00000000
83    0  00000000  0  00000000
83    0  00000000  0  00000000
83    0  00000000  0  00000000
83    0  00000000  0  00000000
84    1  0000027b  1  ffffffff
84    1  0000027a  1  ffffffff
84    1  00000279  1  ffffffff
84    1  00000278  1  ffffffff
85    0  00000000  0  00000000
85    0  00000000  0  00000000
85    0  00000000  0  00000000
85    0  00000000  0  00000000
86    0  00000000  0  00000000
86    0  00000000  0  00000000
86    0  00000000  0  00000000
86    0  00000000  0  00000000
87    0  00000000  0  00000000
87    0  00000000  0  00000000
87    0  00000000  0  00000000
87    0  00000000  0  00000000
88    1  0000027b  1  ffffffff
88    1  0000027a  1  ffffffff
88    1  00000279  1  ffffffff
88    1  00000278  1  ffffffff
89    0  00000000  0  00000000
89    0  00000000  0  00000000
89    0  00000000  0  00000000
89    0  00000000  0  00000000
8a    0  00000000  0  00000000
8a    0  00000000  0  00000000
8a    0  00000000  0  00000000
8a    0  00000000  0  00000000
8b    0  00000000  0  00000000
8b    0  00000000  0  00000000
8b    0  00000000  0  00000000
8b    0  00000000  0  00000000
8c    1  0000027b  1  ffffffff
8c    1  0000027a  1  ffffffff
8c    1  00000279  1  ffffffff
8c    1  00000278  1  ffffffff
8d    0  00000000  0  00000000
8d    0  00000000  0  00000000
8d    0  00000000  0  00000000
8d    0  00000000  0  00000000
8e    0  00000000  0  00000000
8e    0  00000000  0  00000000
8e    0  00000000  0  00000000
8e    0  00000000  0  00000000
8f    0  00000000  0  00000000
8f    0  00000000  0  00000000
8f    0  00000000  0  00000000
8f    0  00000000  0  00000000
90    1  00000278  1  ffffffff
90    1  0000027b  1  ffffffff
90    1  0000027a  1  ffffffff
90    1  00000279  1  ffffffff
91    0  00000000  0  00000000
91    0  00000000  0  00000000
91    0  00000000  0  00000000
91    0  00000000  0  00000000
92    0  00000000  0  00000000
92    0  00000000  0  00000000
92    0  00000000  0  00000000
92    0  00000000  0  00000000
93    0  00000000  0  00000000
93    0  00000000  0  00000000
93    0  00000000  0  00000000
93    0  00000000  0  00000000
94    1  00000279  1  ffffffff
94    1  00000278  1  ffffffff
94    1  0000027b  1  ffffffff
94    1  0000027a  1  ffffffff
95    0  00000000  0  00000000
95    0  00000000  0  00000000
95    0  00000000  0  00000000
95    0  00000000  0  00000000
96    0  00000000  0  00000000
96    0  00000000  0  00000000
96    0  00000000  0  00000000
96    0  00000000  0  00000000
97    0  00000000  0  00000000
97    0  00000000  0  00000000
97    0  00000000  0  00000000
97    0  00000000  0  00000000
98    1  00000279  1  ffffffff
98    1  00000278  1  ffffffff
98    1  0000027b  1  ffffffff
98    1  0000027a  1  ffffffff
99    0  00000000  0  00000000
99    0  00000000  0  00000000
99    0  00000000  0  00000000
99    0  00000000  0  00000000
9a    0  00000000  0  00000000
9a    0  00000000  0  00000000
9a    0  00000000  0  00000000
9a    0  00000000  0  00000000
9b    0  00000000  0  00000000
9b    0  00000000  0  00000000
9b    0  00000000  0  00000000
9b    0  00000000  0  00000000
9c    1  00000279  1  ffffffff
9c    1  00000278  1  ffffffff
9c    1  0000027b  1  ffffffff
9c    1  0000027a  1  ffffffff
9d    0  00000000  0  00000000
9d    0  00000000  0  00000000
9d    0  00000000  0  00000000
9d    0  00000000  0  00000000
9e    0  00000000  0  00000000
9e    0  00000000  0  00000000
9e    0  00000000  0  00000000
9e    0  00000000  0  00000000
9f    0  00000000  0  00000000
9f    0  00000000  0  00000000
9f    0  00000000  0  00000000
9f    0  00000000  0  00000000
a0    1  00000279  1  ffffffff
a0    1  00000278  1  ffffffff
a0    1  0000027b  1  ffffffff
a0    1  0000027a  1  ffffffff
a1    0  00000000  0  00000000
a1    0  00000000  0  00000000
a1    0  00000000  0  00000000
a1    0  00000000  0  00000000
a2    0  00000000  0  00000000
a2    0  00000000  0  00000000
a2    0  00000000  0  00000000
a2    0  00000000  0  00000000
a3    0  00000000  0  00000000
a3    0  00000000  0  00000000
a3    0  00000000  0  00000000
a3    0  00000000  0  00000000
a4    1  0000027b  1  ffffffff
a4    1  0000027a  1  ffffffff
a4    1  00000279  1  ffffffff
a4    1  00000278  1  ffffffff
a5    0  00000000  0  00000000
a5    0  00000000  0  00000000
a5    0  00000000  0  00000000
a5    0  00000000  0  00000000
a6    0  00000000  0  00000000
a6    0  00000000  0  00000000
a6    0  00000000  0  00000000
a6    0  00000000  0  00000000
a7    0  00000000  0  00000000
a7    0  00000000  0  00000000
a7    0  00000000  0  00000000
a7    0  00000000  0  00000000
a8    1  00000279  1  ffffffff
a8    1  00000278  1  ffffffff
a8    1  0000027b  1  ffffffff
a8    1  0000027a  1  ffffffff
a9    0  00000000  0  00000000
a9    0  00000000  0  00000000
a9    0  00000000  0  00000000
a9    0  00000000  0  00000000
aa    0  00000000  0  00000000
aa    0  00000000  0  00000000
aa    0  00000000  0  00000000
aa    0  00000000  0  00000000
ab    0  00000000  0  00000000
ab    0  00000000  0  00000000
ab    0  00000000  0  00000000
ab    0  00000000  0  00000000
ac    1  0000027b  1  ffffffff
ac    1  0000027a  1  ffffffff
ac    1  00000279  1  ffffffff
ac    1  00000278  1  ffffffff
ad    0  00000000  0  00000000
ad    0  00000000  0  00000000
ad    0  00000000  0  00000000
ad    0  00000000  0  00000000
ae    0  00000000  0  00000000
ae    0  00000000  0  00000000
ae    0  00000000  0  00000000
ae    0  00000000  0  00000000
af    0  00000000  0  00000000
af    0  00000000  0  00000000
af    0  00000000  0  00000000
af    0  00000000  0  00000000
b0    1  00000279  1  ffffffff
b0    1  00000278  1  ffffffff
b0    1  0000027b  1  ffffffff
b0    1  0000027a  1  ffffffff
b1    0  00000000  0  00000000
b1    0  00000000  0  00000000
b1    0  00000000  0  00000000
b1    0  00000000  0  00000000
b2    0  00000000  0  00000000
b2    0  00000000  0  00000000
b2    0  00000000  0  00000000
b2    0  00000000  0  00000000
b3    0  00000000  0  00000000
b3    0  00000000  0  00000000
b3    0  00000000  0  00000000
b3    0  00000000  0  00000000
b4    1  00000279  1  ffffffff
b4    1  00000278  1  ffffffff
b4    1  0000027b  1  ffffffff
b4    1  0000027a  1  ffffffff
b5    0  00000000  0  00000000
b5    0  00000000  0  00000000
b5    0  00000000  0  00000000
b5    0  00000000  0  00000000
b6    0  00000000  0  00000000
b6    0  00000000  0  00000000
b6    0  00000000  0  00000000
b6    0  00000000  0  00000000
b7    0  00000000  0  00000000
b7    0  00000000  0  00000000
b7    0  00000000  0  00000000
b7    0  00000000  0  00000000
b8    1  0000027a  1  ffffffff
b8    1  00000279  1  ffffffff
b8    1  00000278  1  ffffffff
b8    1  0000027b  1  ffffffff
b9    0  00000000  0  00000000
b9    0  00000000  0  00000000
b9    0  00000000  0  00000000
b9    0  00000000  0  00000000
ba    0  00000000  0  00000000
ba    0  00000000  0  00000000
ba    0  00000000  0  00000000
ba    0  00000000  0  00000000
bb    0  00000000  0  00000000
bb    0  00000000  0  00000000
bb    0  00000000  0  00000000
bb    0  00000000  0  00000000
bc    1  00000278  1  ffffffff
bc    1  0000027b  1  ffffffff
bc    1  0000027a  1  ffffffff
bc    1  00000279  1  ffffffff
bd    0  00000000  0  00000000
bd    0  00000000  0  00000000
bd    0  00000000  0  00000000
bd    0  00000000  0  00000000
be    0  00000000  0  00000000
be    0  00000000  0  00000000
be    0  00000000  0  00000000
be    0  00000000  0  00000000
bf    0  00000000  0  00000000
bf    0  00000000  0  00000000
bf    0  00000000  0  00000000
bf    0  00000000  0  00000000
c0    1  0000027b  1  ffffffff
c0    1  0000027a  1  ffffffff
c0    1  00000279  1  ffffffff
c0    1  00000278  1  ffffffff
c1    0  00000000  0  00000000
c1    0  00000000  0  00000000
c1    0  00000000  0  00000000
c1    0  00000000  0  00000000
c2    0  00000000  0  00000000
c2    0  00000000  0  00000000
c2    0  00000000  0  00000000
c2    0  00000000  0  00000000
c3    0  00000000  0  00000000
c3    0  00000000  0  00000000
c3    0  00000000  0  00000000
c3    0  00000000  0  00000000
c4    1  00000278  1  ffffffff
c4    1  0000027b  1  ffffffff
c4    1  0000027a  1  ffffffff
c4    1  00000279  1  ffffffff
c5    0  00000000  0  00000000
c5    0  00000000  0  00000000
c5    0  00000000  0  00000000
c5    0  00000000  0  00000000
c6    0  00000000  0  00000000
c6    0  00000000  0  00000000
c6    0  00000000  0  00000000
c6    0  00000000  0  00000000
c7    0  00000000  0  00000000
c7    0  00000000  0  00000000
c7    0  00000000  0  00000000
c7    0  00000000  0  00000000
c8    1  0000027b  1  ffffffff
c8    1  0000027a  1  ffffffff
c8    1  00000279  1  ffffffff
c8    1  00000278  1  ffffffff
c9    0  00000000  0  00000000
c9    0  00000000  0  00000000
c9    0  00000000  0  00000000
c9    0  00000000  0  00000000
ca    0  00000000  0  00000000
ca    0  00000000  0  00000000
ca    0  00000000  0  00000000
ca    0  00000000  0  00000000
cb    0  00000000  0  00000000
cb    0  00000000  0  00000000
cb    0  00000000  0  00000000
cb    0  00000000  0  00000000
cc    1  0000027b  1  ffffffff
cc    1  0000027a  1  ffffffff
cc    1  00000279  1  ffffffff
cc    1  00000278  1  ffffffff
cd    0  00000000  0  00000000
cd    0  00000000  0  00000000
cd    0  00000000  0  00000000
cd    0  00000000  0  00000000
ce    0  00000000  0  00000000
ce    0  00000000  0  00000000
ce    0  00000000  0  00000000
ce    0  00000000  0  00000000
cf    0  00000000  0  00000000
cf    0  00000000  0  00000000
cf    0  00000000  0  00000000
cf    0  00000000  0  00000000
d0    1  00000279  1  ffffffff
d0    1  00000278  1  ffffffff
d0    1  0000027b  1  ffffffff
d0    1  0000027a  1  ffffffff
d1    0  00000000  0  00000000
d1    0  00000000  0  00000000
d1    0  00000000  0  00000000
d1    0  00000000  0  00000000
d2    0  00000000  0  00000000
d2    0  00000000  0  00000000
d2    0  00000000  0  00000000
d2    0  00000000  0  00000000
d3    0  00000000  0  00000000
d3    0  00000000  0  00000000
d3    0  00000000  0  00000000
d3    0  00000000  0  00000000
d4    1  00000279  1  ffffffff
d4    1  00000278  1  ffffffff
d4    1  0000027b  1  ffffffff
d4    1  0000027a  1  ffffffff
d5    0  00000000  0  00000000
d5    0  00000000  0  00000000
d5    0  00000000  0  00000000
d5    0  00000000  0  00000000
d6    0  00000000  0  00000000
d6    0  00000000  0  00000000
d6    0  00000000  0  00000000
d6    0  00000000  0  00000000
d7    0  00000000  0  00000000
d7    0  00000000  0  00000000
d7    0  00000000  0  00000000
d7    0  00000000  0  00000000
d8    1  00000279  1  ffffffff
d8    1  00000278  1  ffffffff
d8    1  0000027b  1  ffffffff
d8    1  0000027a  1  ffffffff
d9    0  00000000  0  00000000
d9    0  00000000  0  00000000
d9    0  00000000  0  00000000
d9    0  00000000  0  00000000
da    0  00000000  0  00000000
da    0  00000000  0  00000000
da    0  00000000  0  00000000
da    0  00000000  0  00000000
db    0  00000000  0  00000000
db    0  00000000  0  00000000
db    0  00000000  0  00000000
db    0  00000000  0  00000000
dc    1  00000278  1  ffffffff
dc    1  0000027b  1  ffffffff
dc    1  0000027a  1  ffffffff
dc    1  00000279  1  ffffffff
dd    0  00000000  0  00000000
dd    0  00000000  0  00000000
dd    0  00000000  0  00000000
dd    0  00000000  0  00000000
de    0  00000000  0  00000000
de    0  00000000  0  00000000
de    0  00000000  0  00000000
de    0  00000000  0  00000000
df    0  00000000  0  00000000
df    0  00000000  0  00000000
df    0  00000000  0  00000000
df    0  00000000  0  00000000
e0    1  0000027a  1  ffffffff
e0    1  00000279  1  ffffffff
e0    1  00000278  1  ffffffff
e0    1  0000027b  1  ffffffff
e1    0  00000000  0  00000000
e1    0  00000000  0  00000000
e1    0  00000000  0  00000000
e1    0  00000000  0  00000000
e2    0  00000000  0  00000000
e2    0  00000000  0  00000000
e2    0  00000000  0  00000000
