STATISTICS
Misses:
Total: 83074 DataReads: 416 DataWrites: 82658
Miss rate:
Total: 0.8307 DataReads: 0.03695 DataWrites: 0.9314
Number of Dirty Blocks Evicted from the Cache: 82562

CACHE CONTENTS
Set   V  Tag       D  Words
e2    0  00000000  0  00000000
e3    0  00000000  0  00000000
e3    0  00000000  0  00000000
e3    0  00000000  0  00000000
e3    0  00000000  0  00000000
e4    1  00000278  1  ffffffff
e4    1  0000027b  1  ffffffff
e4    1  0000027a  1  ffffffff
e4    1  00000279  1  ffffffff
e5    0  00000000  0  00000000
e5    0  00000000  0  00000000
e5    0  00000000  0  00000000
e5    0  00000000  0  00000000
e6    0  00000000  0  00000000
e6    0  00000000  0  00000000
e6    0  00000000  0  00000000
e6    0  00000000  0  00000000
e7    0  00000000  0  00000000
e7    0  00000000  0  00000000
e7    0  00000000  0  00000000
e7    0  00000000  0  00000000
e8    1  0000027a  1  ffffffff
e8    1  00000279  1  ffffffff
e8    1  00000278  1  ffffffff
e8    1  0000027b  1  ffffffff
e9    0  00000000  0  00000000
e9    0  00000000  0  00000000
e9    0  00000000  0  00000000
e9    0  00000000  0  00000000
ea    0  00000000  0  00000000
ea    0  00000000  0  00000000
ea    0  00000000  0  00000000
ea    0  00000000  0  00000000
eb    0  00000000  0  00000000
eb    0  00000000  0  00000000
eb    0  00000000  0  00000000
eb    0  00000000  0  00000000
ec    1  0000027b  1  ffffffff
ec    1  0000027a  1  ffffffff
ec    1  00000279  1  ffffffff
ec    1  00000278  1  ffffffff
ed    0  00000000  0  00000000
ed    0  00000000  0  00000000
ed    0  00000000  0  00000000
ed    0  00000000  0  00000000
ee    0  00000000  0  00000000
ee    0  00000000  0  00000000
ee    0  00000000  0  00000000
ee    0  00000000  0  00000000
ef    0  00000000  0  00000000
ef    0  00000000  0  00000000
ef    0  00000000  0  00000000
ef    0  00000000  0  00000000
f0    1  0000027b  1  ffffffff
f0    1  0000027a  1  ffffffff
f0    1  00000279  1  ffffffff
f0    1  00000278  1  ffffffff
f1    0  00000000  0  00000000
f1    0  00000000  0  00000000
f1    0  00000000  0  00000000
f1    0  00000000  0  00000000
f2    0  00000000  0  00000000
f2    0  00000000  0  00000000
f2    0  00000000  0  00000000
f2    0  00000000  0  00000000
f3    0  00000000  0  00000000
f3    0  00000000  0  00000000
f3    0  00000000  0  00000000
f3    0  00000000  0  00000000
f4    1  00000279  1  ffffffff
f4    1  00000278  1  ffffffff
f4    1  0000027b  1  ffffffff
f4    1  0000027a  1  ffffffff
f5    0  00000000  0  00000000
f5    0  00000000  0  00000000
f5    0  00000000  0  00000000
f5    0  00000000  0  00000000
f6    0  00000000  0  00000000
f6    0  00000000  0  00000000
f6    0  00000000  0  00000000
f6    0  00000000  0  00000000
f7    0  00000000  0  00000000
f7    0  00000000  0  00000000
f7    0  00000000  0  00000000
f7    0  00000000  0  00000000
f8    1  00000279  1  ffffffff
f8    1  00000278  1  ffffffff
f8    1  0000027b  1  ffffffff
f8    1  0000027a  1  ffffffff
f9    0  00000000  0  00000000
f9    0  00000000  0  00000000
f9    0  00000000  0  00000000
f9    0  00000000  0  00000000
fa    0  00000000  0  00000000
fa    0  00000000  0  00000000
fa    0  00000000  0  00000000
fa    0  00000000  0  00000000
fb    0  00000000  0  00000000
fb    0  00000000  0  00000000
fb    0  00000000  0  00000000
fb    0  00000000  0  00000000
fc    1  0000027b  1  ffffffff
fc    1  0000027a  1  ffffffff
fc    1  00000279  1  ffffffff
fc    1  00000278  1  ffffffff
fd    0  00000000  0  00000000
fd    0  00000000  0  00000000
fd    0  00000000  0  00000000
fd    0  00000000  0  00000000
fe    0  00000000  0  00000000
fe    0  00000000  0  00000000
fe    0  00000000  0  00000000
fe    0  00000000  0  00000000
ff    0  00000000  0  00000000
ff    0  00000000  0  00000000
ff    0  00000000  0  00000000
ff    0  00000000  0  00000000
100   1  00000278  1  ffffffff
100   1  0000027b  1  ffffffff
100   1  0000027a  1  ffffffff
100   1  00000279  1  ffffffff
101   0  00000000  0  00000000
101   0  00000000  0  00000000
101   0  00000000  0  00000000
101   0  00000000  0  00000000
102   0  00000000  0  00000000
102   0  00000000  0  00000000
102   0  00000000  0  00000000
102   0  00000000  0  00000000
103   0  00000000  0  00000000
103   0  00000000  0  00000000
103   0  00000000  0  00000000
103   0  00000000  0  00000000
104   1  00000278  1  ffffffff
104   1  0000027b  1  ffffffff
104   1  0000027a  1  ffffffff
104   1  00000279  1  ffffffff
105   0  00000000  0  00000000
105   0  00000000  0  00000000
105   0  00000000  0  00000000
105   0  00000000  0  00000000
106   0  00000000  0  00000000
106   0  00000000  0  00000000
106   0  00000000  0  00000000
106   0  00000000  0  00000000
107   0  00000000  0  00000000
107   0  00000000  0  00000000
107   0  00000000  0  00000000
107   0  00000000  0  00000000
108   1  00000278  1  ffffffff
108   1  0000027b  1  ffffffff
108   1  0000027a  1  ffffffff
108   1  00000279  1  ffffffff
109   0  00000000  0  00000000
109   0  00000000  0  00000000
109   0  00000000  0  00000000
109   0  00000000  0  00000000
10a   0  00000000  0  00000000
10a   0  00000000  0  00000000
10a   0  00000000  0  00000000
10a   0  00000000  0  00000000
10b   0  00000000  0  00000000
10b   0  00000000  0  00000000
10b   0  00000000  0  00000000
10b   0  00000000  0  00000000
10c   1  00000279  1  ffffffff
10c   1  00000278  1  ffffffff
10c   1  0000027b  1  ffffffff
10c   1  0000027a  1  ffffffff
10d   0  00000000  0  00000000
10d   0  00000000  0  00000000
10d   0  00000000  0  00000000
10d   0  00000000  0  00000000
10e   0  00000000  0  00000000
10e   0  00000000  0  00000000
10e   0  00000000  0  00000000
10e   0  00000000  0  00000000
10f   0  00000000  0  00000000
10f   0  00000000  0  00000000
10f   0  00000000  0  00000000
10f   0  00000000  0  00000000
110   1  0000027b  1  ffffffff
110   1  0000027a  1  ffffffff
110   1  00000279  1  ffffffff
110   1  00000278  1  ffffffff
111   0  00000000  0  00000000
111   0  00000000  0  00000000
111   0  00000000  0  00000000
111   0  00000000  0  00000000
112   0  00000000  0  00000000
112   0  00000000  0  00000000
112   0  00000000  0  00000000
112   0  00000000  0  00000000
113   0  00000000  0  00000000
113   0  00000000  0  00000000
113   0  00000000  0  00000000
113   0  00000000  0  00000000
114   1  00000279  1  ffffffff
114   1  00000278  1  ffffffff
114   1  0000027b  1  ffffffff
114   1  0000027a  1  ffffffff
115   0  00000000  0  00000000
115   0  00000000  0  00000000
115   0  00000000  0  00000000
115   0  00000000  0  00000000
116   0  00000000  0  00000000
116   0  00000000  0  00000000
116   0  00000000  0  00000000
116   0  00000000  0  00000000
117   0  00000000  0  00000000
117   0  00000000  0  00000000
117   0  00000000  0  00000000
117   0  00000000  0  00000000
118   1  0000027b  1  ffffffff
118   1  0000027a  1  ffffffff
118   1  00000279  1  ffffffff
118   1  00000278  1  ffffffff
119   0  00000000  0  00000000
119   0  00000000  0  00000000
119   0  00000000  0  00000000
119   0  00000000  0  00000000
11a   0  00000000  0  00000000
11a   0  00000000  0  00000000
11a   0  00000000  0  00000000
11a   0  00000000  0  00000000
11b   0  00000000  0  00000000
11b   0  00000000  0  00000000
11b   0  00000000  0  00000000
11b   0  00000000  0  00000000
11c   1  00000279  1  ffffffff
11c   1  00000278  1  ffffffff
11c   1  0000027b  1  ffffffff
11c   1  0000027a  1  ffffffff
11d   0  00000000  0  00000000
11d   0  00000000  0  00000000
11d   0  00000000  0  00000000
11d   0  00000000  0  00000000
11e   0  00000000  0  00000000
11e   0  00000000  0  00000000
11e   0  00000000  0  00000000
11e   0  00000000  0  00000000
11f   0  00000000  0  00000000
11f   0  00000000  0  00000000
11f   0  00000000  0  00000000
11f   0  00000000  0  00000000
120   1  0000027a  1  ffffffff
120   1  00000279  1  ffffffff
120   1  00000278  1  ffffffff
120   1  0000027b  1  ffffffff
121   0  00000000  0  00000000
121   0  00000000  0  00000000
121   0  00000000  0  00000000
121   0  00000000  0  00000000
122   0  00000000  0  00000000
122   0  00000000  0  00000000
122   0  00000000  0  00000000
122   0  00000000  0  00000000
123   0  00000000  0  00000000
123   0  00000000  0  00000000
123   0  00000000  0  00000000
123   0  00000000  0  00000000
124   1  00000278  1  ffffffff
124   1  0000027b  1  ffffffff
124   1  0000027a  1  ffffffff
124   1  00000279  1  ffffffff
125   0  00000000  0  00000000
125   0  00000000  0  00000000
125   0  00000000  0  00000000
125   0  00000000  0  00000000
126   0  00000000  0  00000000
126   0  00000000  0  00000000
126   0  00000000  0  00000000
126   0  00000000  0  00000000
127   0  00000000  0  00000000
127   0  00000000  0  00000000
127   0  00000000  0  00000000
127   0  00000000  0  00000000
128   1  0000027b  1  ffffffff
128   1  0000027a  1  ffffffff
128   1  00000279  1  ffffffff
128   1  00000278  1  ffffffff
129   0  00000000  0  00000000
129   0  00000000  0  00000000
129   0  00000000  0  00000000
129   0  00000000  0  00000000
12a   0  00000000  0  00000000
12a   0  00000000  0  00000000
12a   0  00000000  0  00000000
12a   0  00000000  0  00000000
12b   0  00000000  0  00000000
12b   0  00000000  0  00000000
12b   0  00000000  0  00000000
12b   0  00000000  0  00000000
12c   1  0000027b  1  ffffffff
12c   1  0000027a  1  ffffffff
12c   1  00000279  1  ffffffff
12c   1  00000278  1  ffffffff
12d   0  00000000  0  00000000
12d   0  00000000  0  00000000
12d   0  00000000  0  00000000
12d   0  00000000  0  00000000
12e   0  00000000  0  00000000
12e   0  00000000  0  00000000
12e   0  00000000  0  00000000
12e   0  00000000  0  00000000
12f   0  00000000  0  00000000
12f   0  00000000  0  00000000
12f   0  00000000  0  00000000
12f   0  00000000  0  00000000
130   1  00000279  1  ffffffff
130   1  00000278  1  ffffffff
130   1  0000027b  1  ffffffff
130   1  0000027a  1  ffffffff
131   0  00000000  0  00000000
131   0  00000000  0  00000000
131   0  00000000  0  00000000
131   0  00000000  0  00000000
132   0  00000000  0  00000000
132   0  00000000  0  00000000
132   0  00000000  0  00000000
132   0  00000000  0  00000000
133   0  00000000  0  00000000
133   0  00000000  0  00000000
133   0  00000000  0  00000000
133   0  00000000  0  00000000
134   1  00000278  1  ffffffff
134   1  0000027b  1  ffffffff
134   1  0000027a  1  ffffffff
134   1  00000279  1  ffffffff
135   0  00000000  0  00000000
135   0  00000000  0  00000000
135   0  00000000  0  00000000
135   0  00000000  0  00000000
136   0  00000000  0  00000000
136   0  00000000  0  00000000
136   0  00000000  0  00000000
136   0  00000000  0  00000000
137   0  00000000  0  00000000
137   0  00000000  0  00000000
137   0  00000000  0  00000000
137   0  00000000  0  00000000
138   1  00000278  1  ffffffff
138   1  0000027b  1  ffffffff
138   1  0000027a  1  ffffffff
138   1  00000279  1  ffffffff
139   0  00000000  0  00000000
139   0  00000000  0  00000000
139   0  00000000  0  00000000
139   0  00000000  0  00000000
13a   0  00000000  0  00000000
13a   0  00000000  0  00000000
13a   0  00000000  0  00000000
13a   0  00000000  0  00000000
13b   0  00000000  0  00000000
13b   0  00000000  0  00000000
13b   0  00000000  0  00000000
13b   0  00000000  0  00000000
13c   1  00000279  1  ffffffff
13c   1  00000278  1  ffffffff
13c   1  0000027b  1  ffffffff
13c   1  0000027a  1  ffffffff
13d   0  00000000  0  00000000
13d   0  00000000  0  00000000
13d   0  00000000  0  00000000
13d   0  00000000  0  00000000
13e   0  00000000  0  00000000
13e   0  00000000  0  00000000
13e   0  00000000  0  00000000
13e   0  00000000  0  00000000
13f   0  00000000  0  00000000
13f   0  00000000  0  00000000
13f   0  00000000  0  00000000
13f   0  00000000  0  00000000
140   1  0000027b  1  ffffffff
140   1  0000027a  1  ffffffff
140   1  00000279  1  ffffffff
140   1  00000278  1  ffffffff
141   0  00000000  0  00000000
141   0  00000000  0  00000000
141   0  00000000  0  00000000
141   0  00000000  0  00000000
142   0  00000000  0  00000000
142   0  00000000  0  00000000
142   0  00000000  0  00000000
142   0  00000000  0  00000000
143   0  00000000  0  00000000
143   0  00000000  0  00000000
143   0  00000000  0  00000000
143   0  00000000  0  00000000
144   1  0000027a  1  ffffffff
144   1  00000279  1  ffffffff
144   1  00000278  1  ffffffff
144   1  0000027b  1  ffffffff
145   0  00000000  0  00000000
145   0  00000000  0  00000000
145   0  00000000  0  00000000
145   0  00000000  0  00000000
146   0  00000000  0  00000000
146   0  00000000  0  00000000
146   0  00000000  0  00000000
146   0  00000000  0  00000000
147   0  00000000  0  00000000
147   0  00000000  0  00000000
147   0  00000000  0  00000000
147   0  00000000  0  00000000
148   1  00000279  1  ffffffff
148   1  00000278  1  ffffffff
148   1  0000027b  1  ffffffff
148   1  0000027a  1  ffffffff
149   0  00000000  0  00000000
149   0  00000000  0  00000000
149   0  00000000  0  00000000
149   0  00000000  0  00000000
14a   0  00000000  0  00000000
14a   0  00000000  0  00000000
14a   0  00000000  0  00000000
14a   0  00000000  0  00000000
14b   0  00000000  0  00000000
14b   0  00000000  0  00000000
14b   0  00000000  0  00000000
14b   0  00000000  0  00000000
14c   1  0000027a  1  ffffffff
14c   1  00000279  1  ffffffff
14c   1  00000278  1  ffffffff
14c   1  0000027b  1  ffffffff
14d   0  00000000  0  00000000
14d   0  00000000  0  00000000
14d   0  00000000  0  00000000
14d   0  00000000  0  00000000
14e   0  00000000  0  00000000
14e   0  00000000  0  00000000
14e   0  00000000  0  00000000
14e   0  00000000  0  00000000
14f   0  00000000  0  00000000
14f   0  00000000  0  00000000
14f   0  00000000  0  00000000
14f   0  00000000  0  00000000
150   1  00000278  1  ffffffff
150   1  0000027b  1  ffffffff
150   1  0000027a  1  ffffffff
150   1  00000279  1  ffffffff
151   0  00000000  0  00000000
151   0  00000000  0  00000000
151   0  00000000  0  00000000
151   0  00000000  0  00000000
152   0  00000000  0  00000000
152   0  00000000  0  00000000
152   0  00000000  0  00000000
152   0  00000000  0  00000000
153   0  00000000  0  00000000
153   0  00000000  0  00000000
153   0  00000000  0  00000000
153   0  00000000  0  00000000
154   1  00000278  1  ffffffff
154   1  0000027b  1  ffffffff
154   1  0000027a  1  ffffffff
154   1  00000279  1  ffffffff
155   0  00000000  0  00000000
155   0  00000000  0  00000000
155   0  00000000  0  00000000
155   0  00000000  0  00000000
156   0  00000000  0  00000000
156   0  00000000  0  00000000
156   0  00000000  0  00000000
156   0  00000000  0  00000000
157   0  00000000  0  00000000
157   0  00000000  0  00000000
157   0  00000000  0  00000000
157   0  00000000  0  00000000
158   1  0000027a  1  ffffffff
158   1  00000279  1  ffffffff
158   1  00000278  1  ffffffff
158   1  0000027b  1  ffffffff
159   0  00000000  0  00000000
159   0  00000000  0  00000000
159   0  00000000  0  00000000
159   0  00000000  0  00000000
15a   0  00000000  0  00000000
15a   0  00000000  0  00000000
15a   0  00000000  0  00000000
15a   0  00000000  0  00000000
15b   0  00000000  0  00000000
15b   0  00000000  0  00000000
15b   0  00000000  0  00000000
15b   0  00000000  0  00000000
15c   1  0000027a  1  ffffffff
15c   1  00000279  1  ffffffff
15c   1  00000278  1  ffffffff
15c   1  0000027b  1  ffffffff
15d   0  00000000  0  00000000
15d   0  00000000  0  00000000
15d   0  00000000  0  00000000
15d   0  00000000  0  00000000
15e   0  00000000  0  00000000
15e   0  00000000  0  00000000
15e   0  00000000  0  00000000
15e   0  00000000  0  00000000
15f   0  00000000  0  00000000
15f   0  00000000  0  00000000
15f   0  00000000  0  00000000
15f   0  00000000  0  00000000
160   1  00000278  1  ffffffff
160   1  0000027b  1  ffffffff
160   1  0000027a  1  ffffffff
160   1  00000279  1  ffffffff
161   0  00000000  0  00000000
161   0  00000000  0  00000000
161   0  00000000  0  00000000
161   0  00000000  0  00000000
162   0  00000000  0  00000000
162   0  00000000  0  00000000
162   0  00000000  0  00000000
162   0  00000000  0  00000000
163   0  00000000  0  00000000
163   0  00000000  0  00000000
163   0  00000000  0  00000000
163   0  00000000  0  00000000
164   1  00000279  1  ffffffff
164   1  00000278  1  ffffffff
164   1  0000027b  1  ffffffff
164   1  0000027a  1  ffffffff
165   0  00000000  0  00000000
165   0  00000000  0  00000000
165   0  00000000  0  00000000
165   0  00000000  0  00000000
166   0  00000000  0  00000000
166   0  00000000  0  00000000
166   0  00000000  0  00000000
166   0  00000000  0  00000000
167   0  00000000  0  00000000
167   0  00000000  0  00000000
167   0  00000000  0  00000000
167   0  00000000  0  00000000
168   1  00000279  1  ffffffff
168   1  00000278  1  ffffffff
168   1  0000027b  1  ffffffff
168   1  0000027a  1  ffffffff
169   0  00000000  0  00000000
169   0  00000000  0  00000000
169   0  00000000  0  00000000
169   0  00000000  0  00000000
16a   0  00000000  0  00000000
16a   0  00000000  0  00000000
16a   0  00000000  0  00000000
16a   0  00000000  0  00000000
16b   0  00000000  0  00000000
16b   0  00000000  0  00000000
16b   0  00000000  0  00000000
16b   0  00000000  0  00000000
16c   1  0000027b  1  ffffffff
16c   1  0000027a  1  ffffffff
16c   1  00000279  1  ffffffff
16c   1  00000278  1  ffffffff
16d   0  00000000  0  00000000
16d   0  00000000  0  00000000
16d   0  00000000  0  00000000
16d   0  00000000  0  00000000
16e   0  00000000  0  00000000
16e   0  00000000  0  00000000
16e   0  00000000  0  00000000
16e   0  00000000  0  00000000
16f   0  00000000  0  00000000
16f   0  00000000  0  00000000
16f   0  00000000  0  00000000
16f   0  00000000  0  00000000
170   1  0000027b  1  ffffffff
170   1  0000027a  1  ffffffff
170   1  00000279  1  ffffffff
170   1  00000278  1  ffffffff
171   0  00000000  0  00000000
171   0  00000000  0  00000000
171   0  00000000  0  00000000
171   0  00000000  0  00000000
172   0  00000000  0  00000000
172   0  00000000  0  00000000
172   0  00000000  0  00000000
172   0  00000000  0  00000000
173   0  00000000  0  00000000
173   0  00000000  0  00000000
173   0  00000000  0  00000000
173   0  00000000  0  00000000
174   1  00000278  1  ffffffff
174   1  0000027b  1  ffffffff
174   1  0000027a  1  ffffffff
174   1  00000279  1  ffffffff
175   0  00000000  0  00000000
175   0  00000000  0  00000000
175   0  00000000  0  00000000
175   0  00000000  0  00000000
176   0  00000000  0  00000000
176   0  00000000  0  00000000
176   0  00000000  0  00000000
176   0  00000000  0  00000000
177   0  00000000  0  00000000
177   0  00000000  0  00000000
177   0  00000000  0  00000000
177   0  00000000  0  00000000
178   1  0000027a  1  ffffffff
178   1  00000279  1  ffffffff
178   1  00000278  1  ffffffff
178   1  0000027b  1  ffffffff
179   0  00000000  0  00000000
179   0  00000000  0  00000000
179   0  00000000  0  00000000
179   0  00000000  0  00000000
17a   0  00000000  0  00000000
17a   0  00000000  0  00000000
17a   0  00000000  0  00000000
17a   0  00000000  0  00000000
17b   0  00000000  0  00000000
17b   0  00000000  0  00000000
17b   0  00000000  0  00000000
17b   0  00000000  0  00000000
17c   1  0000027a  1  ffffffff
17c   1  00000279  1  ffffffff
17c   1  00000278  1  ffffffff
17c   1  0000027b  1  ffffffff
17d   0  00000000  0  00000000
17d   0  00000000  0  00000000
17d   0  00000000  0  00000000
17d   0  00000000  0  00000000
17e   0  00000000  0  00000000
17e   0  00000000  0  00000000
17e   0  00000000  0  00000000
17e   0  00000000  0  00000000
17f   0  00000000  0  00000000
17f   0  00000000  0  00000000
17f   0  00000000  0  00000000
17f   0  00000000  0  00000000
180   1  0000027b  1  ffffffff
180   1  0000027a  1  ffffffff
180   1  00000279  1  ffffffff
180   1  00000278  1  ffffffff
181   0  00000000  0  00000000
181   0  00000000  0  00000000
181   0  00000000  0  00000000
181   0  00000000  0  00000000
182   0  00000000  0  00000000
182   0  00000000  0  00000000
182   0  00000000  0  00000000
182   0  00000000  0  00000000
183   0  00000000  0  00000000
183   0  00000000  0  00000000
183   0  00000000  0  00000000
183   0  00000000  0  00000000
184   1  00000279  1  ffffffff
184   1  00000278  1  ffffffff
184   1  0000027b  1  ffffffff
184   1  0000027a  1  ffffffff
185   0  00000000  0  00000000
185   0  00000000  0  00000000
185   0  00000000  0  00000000
185   0  00000000  0  00000000
186   0  00000000  0  00000000
186   0  00000000  0  00000000
186   0  00000000  0  00000000
186   0  00000000  0  00000000
187   0  00000000  0  00000000
187   0  00000000  0  00000000
187   0  00000000  0  00000000
187   0  00000000  0  00000000
188   1  0000027b  1  ffffffff
188   1  0000027a  1  ffffffff
188   1  00000279  1  ffffffff
188   1  00000278  1  ffffffff
189   0  00000000  0  00000000
189   0  00000000  0  00000000
189   0  00000000  0  00000000
189   0  00000000  0  00000000
18a   0  00000000  0  00000000
18a   0  00000000  0  00000000
18a   0  00000000  0  00000000
18a   0  00000000  0  00000000
18b   0  00000000  0  00000000
18b   0  00000000  0  00000000
18b   0  00000000  0  00000000
18b   0  00000000  0  00000000
18c   1  0000027b  1  ffffffff
18c   1  0000027a  1  ffffffff
18c   1  00000279  1  ffffffff
18c   1  00000278  1  ffffffff
18d   0  00000000  0  00000000
18d   0  00000000  0  00000000
18d   0  00000000  0  00000000
18d   0  00000000  0  00000000
18e   0  00000000  0  00000000
18e   0  00000000  0  00000000
18e   0  00000000  0  00000000
18e   0  00000000  0  00000000
18f   0  00000000  0  00000000
18f   0  00000000  0  00000000
18f   0  00000000  0  00000000
18f   0  00000000  0  00000000
190   1  00000279  1  ffffffff
190   1  00000278  1  ffffffff
190   1  0000027b  1  ffffffff
190   1  0000027a  1  ffffffff
191   0  00000000  0  00000000
191   0  00000000  0  00000000
191   0  00000000  0  00000000
191   0  00000000  0  00000000
192   0  00000000  0  00000000
192   0  00000000  0  00000000
192   0  00000000  0  00000000
192   0  00000000  0  00000000
193   0  00000000  0  00000000
193   0  00000000  0  00000000
193   0  00000000  0  00000000
193   0  00000000  0  00000000
194   1  0000027b  1  ffffffff
194   1  0000027a  1  ffffffff
194   1  00000279  1  ffffffff
194   1  00000278  1  ffffffff
195   0  00000000  0  00000000
195   0  00000000  0  00000000
195   0  00000000  0  00000000
195   0  00000000  0  00000000
196   0  00000000  0  00000000
196   0  00000000  0  00000000
196   0  00000000  0  00000000
196   0  00000000  0  00000000
197   0  00000000  0  00000000
197   0  00000000  0  00000000
197   0  00000000  0  00000000
197   0  00000000  0  00000000
198   1  0000027a  1  ffffffff
198   1  00000279  1  ffffffff
198   1  00000278  1  ffffffff
198   1  0000027b  1  ffffffff
199   0  00000000  0  00000000
199   0  00000000  0  00000000
199   0  00000000  0  00000000
199   0  00000000  0  00000000
19a   0  00000000  0  00000000
19a   0  00000000  0  00000000
19a   0  00000000  0  00000000
19a   0  00000000  0  00000000
19b   0  00000000  0  00000000
19b   0  00000000  0  00000000
19b   0  00000000  0  00000000
19b   0  00000000  0  00000000
19c   1  00000278  1  ffffffff
19c   1  0000027b  1  ffffffff
19c   1  0000027a  1  ffffffff
19c   1  00000279  1  ffffffff
19d   0  00000000  0  00000000
19d   0  00000000  0  00000000
19d   0  00000000  0  00000000
19d   0  00000000  0  00000000
19e   0  00000000  0  00000000
19e   0  00000000  0  00000000
19e   0  00000000  0  00000000
19e   0  00000000  0  00000000
19f   0  00000000  0  00000000
19f   0  00000000  0  00000000
19f   0  00000000  0  00000000
19f   0  00000000  0  00000000
1a0   1  0000027a  1  ffffffff
1a0   1  00000279  1  ffffffff
1a0   1  00000278  1  ffffffff
1a0   1  0000027b  1  ffffffff
1a1   0  00000000  0  00000000
1a1   0  00000000  0  00000000
1a1   0  00000000  0  00000000
1a1   0  00000000  0  00000000
1a2   0  00000000  0  00000000
1a2   0  00000000  0  00000000
1a2   0  00000000  0  00000000
1a2   0  00000000  0  00000000
1a3   0  00000000  0  00000000
1a3   0  00000000  0  00000000
1a3   0  00000000  0  00000000
1a3   0  00000000  0  00000000
1a4   1  0000027a  1  ffffffff
1a4   1  00000279  1  ffffffff
1a4   1  00000278  1  ffffffff
1a4   1  0000027b  1  ffffffff
1a5   0  00000000  0  00000000
1a5   0  00000000  0  00000000
1a5   0  00000000  0  00000000
1a5   0  00000000  0  00000000
1a6   0  00000000  0  00000000
1a6   0  00000000  0  00000000
1a6   0  00000000  0  00000000
1a6   0  00000000  0  00000000
1a7   0  00000000  0  00000000
1a7   0  00000000  0  00000000
1a7   0  00000000  0  00000000
1a7   0  00000000  0  00000000
1a8   1  0000027a  1  ffffffff
1a8   1  00000279  1  ffffffff
1a8   1  00000278  1  ffffffff
1a8   1  0000027b  1  ffffffff
1a9   0  00000000  0  00000000
1a9   0  00000000  0  00000000
1a9   0  00000000  0  00000000
1a9   0  00000000  0  00000000
1aa   0  00000000  0  00000000
1aa   0  00000000  0  00000000
1aa   0  00000000  0  00000000
1aa   0  00000000  0  00000000
1ab   0  00000000  0  00000000
1ab   0  00000000  0  00000000
1ab   0  00000000  0  00000000
1ab   0  00000000  0  00000000
1ac   1  00000279  1  ffffffff
1ac   1  00000278  1  ffffffff
1ac   1  0000027b  1  ffffffff
1ac   1  0000027a  1  ffffffff
1ad   0  00000000  0  00000000
1ad   0  00000000  0  00000000
1ad   0  00000000  0  00000000
1ad   0  00000000  0  00000000
1ae   0  00000000  0  00000000
1ae   0  00000000  0  00000000
1ae   0  00000000  0  00000000
1ae   0  00000000  0  00000000
1af   0  00000000  0  00000000
1af   0  00000000  0  00000000
1af   0  00000000  0  00000000
1af   0  00000000  0  00000000
1b0   1  00000279  1  ffffffff
1b0   1  00000278  1  ffffffff
1b0   1  0000027b  1  ffffffff
1b0   1  0000027a  1  ffffffff
1b1   0  00000000  0  00000000
1b1   0  00000000  0  00000000
1b1   0  00000000  0  00000000
1b1   0  00000000  0  00000000
1b2   0  00000000  0  00000000
1b2   0  00000000  0  00000000
1b2   0  00000000  0  00000000
1b2   0  00000000  0  00000000
1b3   0  00000000  0  00000000
1b3   0  00000000  0  00000000
1b3   0  00000000  0  00000000
1b3   0  00000000  0  00000000
1b4   1  00000279  1  ffffffff
1b4   1  00000278  1  ffffffff
1b4   1  0000027b  1  ffffffff
1b4   1  0000027a  1  ffffffff
1b5   0  00000000  0  00000000
1b5   0  00000000  0  00000000
1b5   0  00000000  0  00000000
1b5   0  00000000  0  00000000
1b6   0  00000000  0  00000000
1b6   0  00000000  0  00000000
1b6   0  00000000  0  00000000
1b6   0  00000000  0  00000000
1b7   0  00000000  0  00000000
1b7   0  00000000  0  00000000
1b7   0  00000000  0  00000000
1b7   0  00000000  0  00000000
1b8   1  0000027a  1  ffffffff
1b8   1  00000279  1  ffffffff
1b8   1  00000278  1  ffffffff
1b8   1  0000027b  1  ffffffff
1b9   0  00000000  0  00000000
1b9   0  00000000  0  00000000
1b9   0  00000000  0  00000000
1b9   0  00000000  0  00000000
1ba   0  00000000  0  00000000
1ba   0  00000000  0  00000000
1ba   0  00000000  0  00000000
1ba   0  00000000  0  00000000
1bb   0  00000000  0  00000000
1bb   0  00000000  0  00000000
1bb   0  00000000  0  00000000
1bb   0  00000000  0  00000000
1bc   1  0000027a  1  ffffffff
1bc   1  00000279  1  ffffffff
1bc   1  00000278  1  ffffffff
1bc   1  0000027b  1  ffffffff
1bd   0  00000000  0  00000000
1bd   0  00000000  0  00000000
1bd   0  00000000  0  00000000
1bd   0  00000000  0  00000000
1be   0  00000000  0  00000000
1be   0  00000000  0  00000000
1be   0  00000000  0  00000000
1be   0  00000000  0  00000000
1bf   0  00000000  0  00000000
1bf   0  00000000  0  00000000
1bf   0  00000000  0  00000000
1bf   0  00000000  0  00000000
1c0   1  0000027a  1  ffffffff
1c0   1  00000279  1  ffffffff
1c0   1  00000278  1  ffffffff
1c0   1  0000027b  1  ffffffff
1c1   0  00000000  0  00000000
1c1   0  00000000  0  00000000
1c1   0  00000000  0  00000000
1c1   0  00000000  0  00000000
1c2   0  00000000  0  00000000
1c2   0  00000000  0  00000000
1c2   0  00000000  0  00000000
1c2   0  00000000  0  00000000
1c3   0  00000000  0  00000000
1c3   0  00000000  0  00000000
1c3   0  00000000  0  00000000
1c3   0  00000000  0  00000000
1c4   1  0000027a  1  ffffffff
1c4   1  00000279  1  ffffffff
1c4   1  00000278  1  ffffffff
